A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,label,reason
1.9357788693855136,0.9000615176110934,1.6275916984205427,1.001948606676465,0.3359081146843443,0.8130018060829456,0.5868036119191198,1.3012909101517849,0.7288725554856882,1.016160587491716,0.4190486125617217,0.19669601273067805,0.0,0
0.3627080507500309,0.5139657854042794,0.6810087333767099,1.4721925605264472,0.10321078438325748,0.9803084172241612,0.25156488376420433,0.626804247426386,1.2334501978702055,2.413801372559499,2.875099552215572,0.2333635050285649,0.0,0
0.3320536572707901,0.10740660224840473,0.814118767477894,0.6584959371405729,0.2930499157437215,0.3486682299165013,0.53052738465779,0.4048069251028145,0.4548375445698705,0.1489281183762015,1.9680081712042767,0.3631992877443127,0.0,0
0.9787630387483536,0.17458379154144454,0.7419347841108177,0.2493878523091777,0.5727585997161498,1.5554446195369367,0.4696114001112587,0.8022218703111121,1.5011984175901685,0.34559523130366776,1.8365264615750796,0.8333297498714853,0.0,0
0.5771022410276122,0.1576942109629123,0.9826621899693868,0.6607916443760768,0.6826487742698572,0.5252255029688425,1.4634723060759083,0.5649864628785812,1.4325616830651011,0.43843401293107415,0.08096717657170706,0.3325371759362082,0.0,0
0.15675630139845895,0.6797687776383092,1.6730762526511451,0.21437841532082924,0.05228410714300315,0.9380444262627732,0.32274942111261257,0.33719331578565737,1.3668879275138899,0.4187289025477364,1.0543946094350387,1.6118372043749798,0.0,0
0.6951510772442117,1.442170360398244,0.9187235365373226,1.1647358315025786,0.3531014648306125,1.817420654141648,0.4282831326978772,1.439680080431921,1.3292587963941584,0.5314623535681232,2.4578611715361234,0.9785922748873226,0.0,0
0.6328499193131772,0.28160050732892905,0.24034406560703625,1.1661324941973878,1.1768416186989206,0.5167052588829473,1.6729155595776208,1.5985339233228522,1.0051982626328082,0.3348223204991773,0.3992165697962942,0.6033771186586565,0.0,0
0.8497772999500012,0.7846302449589462,1.3648903541608337,0.6256169595964296,1.966078978625155,0.33918500984055405,1.7085408697192168,0.6311723043391712,0.9588848810584988,0.4566997370799495,0.5770905541728556,0.4422825605730158,0.0,0
1.4313416706339124,0.7337360161480453,0.3884530152682576,0.18274665717459648,0.8196818625579604,0.22160196454018746,1.064166907912154,0.6308332909668356,1.0037378170306377,0.4103841523905745,1.3972603117092477,0.7473432084091863,0.0,0
0.7947321520172295,0.4419677134695628,0.23427307597559274,1.366778117690136,0.23649054212309803,0.1563428959969505,1.090395224727586,1.7190401382122869,0.290881973250857,1.2975654506161098,0.5764257929628412,2.3145765734694703,0.0,0
0.8144092484605241,0.340005499998409,0.9007578025148606,1.3441627895989998,0.22297148821793808,1.7751055352744336,0.21173669897040034,2.0447276772198943,0.2878348187379708,0.9804151742448004,0.543489896648495,0.6618560079692071,0.0,0
0.7418383210984058,0.8211310639504313,1.157088475842479,1.127294663716925,0.1424904102313379,0.12885849305679614,0.15930649851344986,0.3305456769326777,1.3848988276929926,1.1346391222513073,2.383982027968622,0.294421578498796,0.0,0
0.5886284029153516,1.2148994938560922,1.0913570174029403,1.1716687056175852,0.16260135420569696,0.26847377414293794,4.273086007598629,0.4539312666518239,1.0991844607367618,1.6433432911763546,0.5670944260758984,1.886562981531993,1.0,A6
1.1574914246009251,0.5010333544341843,0.08225110031763393,0.2115815540762876,0.16549882027959698,0.10002973483955918,0.7478337721352731,0.27655555855309755,1.3671614980157376,0.4610456947956004,0.09062179272835526,0.3689601052277238,0.0,0
0.3526277604597421,0.9467634339459886,1.2324640313102493,1.2055846260444425,0.21736972182365966,0.2500306905073759,0.4677684214942333,0.8605647677924775,0.9855306479384472,2.2161454852191667,0.8574842813171579,1.8566538316417045,0.0,0
1.3944977640346,0.3628516819504645,0.5060757686304048,0.2596585734720317,1.1794813686036043,0.9485511438130974,2.4032245050401158,0.7149998801370696,0.995993667439877,1.3668669623026717,0.15172946335194518,3.8511560945339074,1.0,A11
