,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,label,reason
0,0.42818046299999996,0.919988437,0.203640486,0.24801579199999998,0.6835984740000001,0.061400644000000004,0.278294946,0.38362140299999997,0.978109868,1.322240652,0.342754281,1.6382372809999999,1.624935466,0.8953422390000001,1.097401286,0.488278885,0.48181107700000003,0.5762019620000001,0.5073669679999999,0.690589748,0.493293969,0.0,0
1,0.8514486109999999,0.919988437,0.179628471,0.440861303,1.9077812630000002,0.061400644000000004,0.278294946,0.92205059,0.064199529,0.420487348,0.29168975,0.8240639790000001,0.9765611470000001,0.20468570100000003,1.310643961,0.488278885,0.361579924,0.573063607,0.369432459,0.14441859099999999,1.140017528,0.0,0
2,0.004912315,2.345137229,0.203640486,1.87657766,0.6835984740000001,0.061400644000000004,0.278294946,0.8727133690000001,0.167424781,0.420487348,0.508321239,0.129084896,0.23509481,0.094682907,0.7533948229999999,0.488278885,0.541926653,0.5762019620000001,0.5073669679999999,0.423387079,1.140017528,0.0,0
3,0.735806944,0.522400646,0.170491826,1.6635585430000002,2.382751164,0.061400644000000004,0.278294946,1.1015269859999999,0.28323693699999997,0.420487348,1.261915842,0.69168219,0.940924207,0.015319886999999999,1.310643961,0.9630825409999999,1.3216562109999999,1.21154448,1.3547489030000002,0.18958474399999997,0.493293969,0.0,0
4,0.42818046299999996,0.561234075,0.203640486,0.705481473,0.411604276,0.061400644000000004,0.278294946,0.09498232,0.862297713,0.171526205,0.529990895,0.738041121,0.769648908,0.34532826899999997,1.097401286,0.488278885,0.48181107700000003,0.5762019620000001,0.5073669679999999,0.590388747,1.140017528,0.0,0
5,0.5339975,2.166636879,0.203640486,0.650689327,0.537182959,0.061400644000000004,0.278294946,0.682748729,0.75907246,0.420487348,1.364044904,1.644831065,1.368567485,1.304713642,0.409388359,0.488278885,1.4436602969999999,0.703898137,1.679810293,0.612023261,1.140017528,0.0,0
6,0.42818046299999996,0.081295755,0.203640486,0.104126604,0.6835984740000001,0.061400644000000004,0.278294946,0.035156855,0.862297713,0.699837795,0.700205999,1.320520989,1.518024646,0.40032966600000003,1.097401286,0.488278885,0.241348772,0.512353875,0.369432459,0.657189414,0.493293969,0.0,0
7,0.957265648,0.26829089300000003,0.203640486,1.322452073,0.378116283,0.061400644000000004,0.278294946,0.742574195,0.862297713,0.358247062,0.019345583,0.129084896,0.413279509,0.369689892,0.065381895,0.488278885,1.4436602969999999,1.214682835,1.3349740209999998,0.256385411,1.140017528,0.0,0
8,0.735806944,1.058617521,0.060303780999999994,1.088547919,0.6835984740000001,0.061400644000000004,0.278294946,1.231666161,0.18001168399999998,0.420487348,1.5466333719999998,0.268060468,0.798376447,0.675336651,0.065381895,27.242671305120552,0.239575838,0.06227891,0.251272832,0.52358808,1.140017528,1.0,A15
9,1.063082685,0.592442006,0.203640486,0.176250872,3.105647053,0.061400644000000004,0.278294946,1.291491626,2.4962547880000003,0.420487348,1.074679227,1.856641926,1.439841365,1.634722024,2.686669816,0.9630825409999999,0.42169550100000003,0.38151934600000004,0.113338323,1.7142342680000002,0.493293969,0.0,0
