,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,label,reason
0,1.7939773140000002,0.919988437,0.203640486,0.16691002800000002,0.6835984740000001,0.061400644000000004,0.278294946,1.4111425569999998,0.18001168399999998,0.420487348,0.8317299359999999,0.87042291,0.34200563,1.2803520179999999,1.097401286,0.488278885,1.3216562109999999,1.275392567,1.561650666,0.62378908,2.126605467,0.0,0
1,1.370709166,0.041219225,0.203640486,0.116585525,0.401206599,0.061400644000000004,0.278294946,1.11201523,0.051612625999999995,1.011039223,0.32573277,0.373965899,0.6558286870000001,0.235325475,1.097401286,0.9630825409999999,0.600269296,0.636911695,0.734043613,0.456787413,0.493293969,0.0,0
2,1.1590750920000001,0.059162926,0.142413337,0.395529907,2.148248132,0.061400644000000004,0.278294946,0.80239966,0.411635995,0.420487348,0.989571675,0.877016694,1.012198086,0.259687098,1.310643961,0.488278885,1.3216562109999999,1.275392567,1.14784714,1.146428598,0.493293969,0.0,0
3,1.2747167590000001,0.919988437,0.203640486,0.598886351,0.6835984740000001,0.061400644000000004,0.278294946,0.45393511200000003,0.630673402,0.23376649100000002,0.55938577,1.241091916,1.553661586,0.180324078,1.44140775,0.488278885,0.722273382,0.9592904859999999,0.85220324,0.657189414,0.493293969,0.0,0
4,0.5339975,0.833588845,0.17439978,0.18064417,0.21801889,0.061400644000000004,0.278294946,0.742574195,0.051612625999999995,0.420487348,0.342754281,0.929969409,0.762739507,0.754699672,0.065381895,0.488278885,0.602042229,0.64005005,0.85220324,0.745624595,1.140017528,0.0,0
5,0.11072935199999999,0.919988437,0.110217082,1.119269145,0.6835984740000001,0.061400644000000004,0.278294946,0.503272333,0.978109868,0.388636366,0.287041604,1.373473704,1.232929127,0.9503436359999999,0.7533948229999999,0.488278885,0.061002043,0.193113439,0.024596186000000003,0.657189414,4.354759761790701,1.0,A20
6,1.168899722,0.38651620600000003,0.886069289,1.266947578,2.0592965619999997,0.061400644000000004,0.278294946,1.161352452,2.7278790980000003,0.420487348,1.17680829,1.8301655680000002,0.834013387,2.514744376,1.9986568880000002,2.414443968,0.541926653,1.403088741,0.85220324,0.946026597,0.493293969,0.0,0
7,0.42818046299999996,0.919988437,0.203640486,0.772803398,0.6835984740000001,0.061400644000000004,0.278294946,0.334284181,0.630673402,0.420487348,0.746622384,0.87042291,0.698375029,0.730338048,0.409388359,0.488278885,0.181233195,0.384657701,0.23149795,0.657189414,1.140017528,0.0,0
8,2.3230625,0.222908238,0.203640486,1.0154968659999999,0.660439006,0.061400644000000004,0.278294946,1.161352452,0.75907246,0.420487348,0.444883343,2.70388537,1.012198086,4.054783493,1.9986568880000002,0.488278885,1.742465245,2.041569613,1.975454193,0.41162126,2.126605467,0.0,0
9,1.1590750920000001,0.024095276000000002,0.203640486,1.4619104719999998,0.75587479,0.061400644000000004,0.278294946,0.633411508,0.39904909200000005,0.420487348,0.32573277,0.24158411100000002,0.727102567,0.620335254,0.278624569,0.9630825409999999,0.54015372,0.636911695,0.734043613,0.27801992600000003,1.140017528,0.0,0
10,1.053258055,0.34266916799999997,0.203640486,0.759605207,1.542655375,0.061400644000000004,0.278294946,1.710269883,2.264630478,0.420487348,1.972171132,0.58577676,1.012198086,0.34532826899999997,0.622631033,0.488278885,0.6603848720000001,0.828455956,0.871978122,0.14441859099999999,0.493293969,0.0,0
11,0.639814537,0.308462817,0.152654879,0.367166634,2.0675882530000003,0.061400644000000004,0.278294946,0.38362140299999997,1.1065089259999998,0.420487348,0.41084032200000004,0.7446349059999999,0.727102567,0.42469129,1.654650424,0.9630825409999999,0.05922911,0.06227891,0.093563441,0.378220926,1.140017528,0.0,0
12,0.42818046299999996,0.288350196,0.203640486,1.053457256,0.6835984740000001,0.061400644000000004,0.278294946,0.563097799,1.093922023,0.077434938,0.218955562,0.658612049,0.983470548,0.149684304,1.097401286,0.488278885,0.902620111,1.023138573,0.9901377490000001,0.456787413,1.140017528,0.0,0
13,0.947441018,0.709091143,0.203640486,0.177407645,0.6835984740000001,0.061400644000000004,0.278294946,0.563097799,1.093922023,0.13967522300000002,0.031718948,1.188139201,0.912196668,1.06034643,0.065381895,0.488278885,7.877584783884075,0.317671259,0.5271418489999999,0.590388747,0.493293969,1.0,A16
14,2.861972314,0.517975974,0.203640486,1.7002771380000001,0.6835984740000001,0.061400644000000004,0.278294946,0.80239966,1.093922023,0.420487348,0.053388604000000006,0.790993837,1.518024646,0.699698275,11.482718747625388,0.488278885,1.624007026,1.980859881,2.024646566,0.62378908,1.140017528,1.0,A14
15,0.11072935199999999,0.639338227,0.203640486,0.693138045,0.7593896,0.061400644000000004,0.278294946,1.052189765,0.295823839,0.388636366,0.542364259,0.559300402,0.29945928899999996,0.699698275,0.065381895,0.488278885,0.662157806,0.0015691770000000002,0.093563441,0.745624595,0.493293969,0.0,0
16,1.2747167590000001,0.419264002,0.203640486,0.095512728,0.361783566,0.061400644000000004,0.278294946,0.633411508,0.28323693699999997,0.10928591900000001,0.338106135,0.162155038,0.413279509,0.97470526,0.065381895,0.488278885,1.263313568,1.214682835,1.266006767,0.12278407699999999,0.493293969,0.0,0
17,0.20672175899999998,0.179428273,0.203640486,0.115264419,0.729588749,0.061400644000000004,0.278294946,0.5735860420000001,1.569757546,0.420487348,0.57640728,1.856641926,1.404204425,1.6897234209999998,1.310643961,0.9630825409999999,0.54015372,0.0015691770000000002,0.38920734,1.0796279309999999,0.493293969,0.0,0
18,0.20672175899999998,0.919988437,0.203640486,0.23439381199999998,0.6835984740000001,0.061400644000000004,0.278294946,0.8128879040000001,0.39904909200000005,0.420487348,1.597697903,0.711564764,0.448916449,0.785339445,0.409388359,0.9630825409999999,0.299691415,0.06227891,0.251272832,0.62378908,0.493293969,0.0,0
19,0.8514486109999999,0.152613216,0.181283594,0.960286667,0.695120748,0.061400644000000004,0.278294946,1.161352452,0.514861247,0.420487348,0.42786183299999997,0.129084896,0.19945787,0.03968151,0.065381895,0.488278885,0.541926653,0.384657701,0.5073669679999999,0.12278407699999999,1.140017528,0.0,0
20,0.41835583299999995,1.2203512220000001,0.00030193900000000004,0.367166634,0.888508236,0.061400644000000004,0.278294946,0.8128879040000001,0.295823839,0.420487348,0.904464123,1.7772128530000002,1.190382786,1.8547276119999998,2.3426633519999998,0.488278885,0.061002043,0.189975084,0.024596186000000003,0.678823928,0.493293969,0.0,0
21,0.004912315,0.727346047,0.203640486,1.2121707659999998,0.6835984740000001,0.061400644000000004,0.278294946,1.710269883,1.1065089259999998,0.420487348,1.989192642,1.14178027,1.332930546,0.314688495,1.654650424,0.488278885,0.061002043,0.193113439,0.093563441,12.301562062571852,1.140017528,1.0,A19
22,1.1590750920000001,1.159500397,0.203640486,0.089817395,0.6835984740000001,0.061400644000000004,0.278294946,0.753062438,0.514861247,0.420487348,0.955528655,0.711564764,0.698375029,0.40032966600000003,1.097401286,0.488278885,0.299691415,0.126126997,0.38920734,0.423387079,0.493293969,0.0,0
23,0.52417287,0.37454658700000004,0.203640486,1.348254668,0.6835984740000001,0.061400644000000004,0.278294946,0.753062438,0.39904909200000005,0.420487348,0.206582198,0.44680118799999996,0.840922788,0.369689892,0.7533948229999999,0.488278885,0.54015372,0.256961526,0.113338323,0.077617924,2.126605467,0.0,0
24,0.629989907,0.076399312,0.09813982800000001,0.177407645,0.1414249,0.061400644000000004,0.278294946,0.21463325,0.75907246,0.420487348,2.993461755,1.221209343,1.439841365,0.314688495,1.310643961,0.9630825409999999,0.419922567,0.253823171,0.32024008600000003,0.05598341,1.140017528,0.0,0
25,1.2747167590000001,0.919988437,0.012415558,1.635871141,11.001817217762659,0.061400644000000004,0.278294946,0.80239966,0.978109868,0.358247062,0.09980498900000001,0.923375625,1.232929127,0.015319886999999999,0.409388359,0.488278885,0.42169550100000003,0.5762019620000001,0.5073669679999999,0.657189414,0.493293969,1.0,A4
26,0.41835583299999995,0.919988437,0.203640486,1.945079816,0.980393295,0.061400644000000004,0.278294946,0.084494076,0.75907246,0.420487348,0.57640728,1.0623511970000001,1.439841365,0.015319886999999999,1.310643961,0.9630825409999999,0.419922567,0.636911695,0.596109104,0.12278407699999999,1.140017528,0.0,0
27,1.1590750920000001,1.940484897,0.060546267,1.240238178,0.6835984740000001,0.061400644000000004,0.278294946,0.334284181,0.167424781,0.420487348,0.223603708,1.538925635,0.798376447,1.964730406,1.310643961,0.9630825409999999,0.17946026199999998,6.5812797571798844,0.182305577,0.423387079,0.493293969,1.0,A17
28,1.2747167590000001,1.3297076829999999,0.203640486,0.542222109,0.6835984740000001,0.061400644000000004,0.278294946,0.633411508,0.514861247,0.420487348,0.08278347900000001,0.685088406,1.268566067,0.534694084,1.097401286,0.488278885,1.022851263,1.278530922,1.1970395120000001,0.52358808,0.493293969,0.0,0
29,0.11072935199999999,0.224346514,9.192158203,0.288417975,0.657665889,0.061400644000000004,2.002131865,1.231666161,0.52744815,0.420487348,0.42786183299999997,0.665205833,1.119108906,0.34532826899999997,0.278624569,0.488278885,0.17946026199999998,0.573063607,0.458174595,0.478421927,1.140017528,0.0,0
30,1.899794351,1.7511296230000002,0.203640486,2.05856068,0.6835984740000001,0.061400644000000004,0.278294946,1.5906189530000001,1.801381857,0.420487348,1.138117123,1.274162058,0.513280928,1.8547276119999998,0.065381895,0.9630825409999999,0.541926653,0.8315943109999999,0.714268731,1.480431934,0.493293969,0.0,0
31,1.063082685,0.507482977,0.203640486,0.646279242,0.6835984740000001,0.061400644000000004,0.278294946,0.035156855,0.862297713,2.193604651,0.155517666,0.923375625,1.019107488,0.34532826899999997,0.065381895,0.488278885,0.662157806,0.8315943109999999,0.783235985,0.657189414,1.140017528,0.0,0
32,0.947441018,1.188984403,0.203640486,0.177407645,0.6835984740000001,0.061400644000000004,0.278294946,0.334284181,0.75907246,0.420487348,2.2274937880000003,0.373965899,1.154745846,1.005345033,0.966637497,0.488278885,0.54015372,0.38151934600000004,0.5271418489999999,0.222985078,1.140017528,0.0,0
